NPs,hydrosize,surfcharge,surfarea,Ec,Expotime,dosage,e,NOxygen,class
ZnO,7.5,27.4,90,-3.89,24,25,1.65,1,1
ZnO,100,-11.7,20,-3.89,24,35,1.65,1,1
ZnO,100,-11.7,20,-3.89,6,80,1.65,1,1
ZnO,100,-11.7,20,-3.89,24,80,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,10,1.65,1,1
ZnO,32,21.6,37,-3.89,72,50,1.65,1,1
ZnO,46.3,42.8,24.1,-5.17,24,100,1.9,1,1
ZnO,100,-11.7,20,-3.89,24,30,1.65,1,1
ZnO,115,-9,14.5,-3.89,24,80,1.65,1,1
ZnO,32,21.6,37,-3.89,72,50,1.65,1,1
TiO2,115,-9,14.5,-3.89,24,30,1.65,1,1
ZnO,100,-11.7,20,-3.89,24,80,1.65,1,1
ZnO,45.3,32.7,21.3,-3.89,12,100,1.65,1,1
ZnO,100,-11.7,20,-3.89,48,35,1.65,1,1
ZnO,52,29.4,15,-3.89,24,50,1.65,1,1
ZnO,125,-40.8,38,-4.16,72,50,1.54,2,1
ZnO,86,31.3,7,-3.89,24,50,1.65,1,1
ZnO,52,29.4,15,-3.89,24,50,1.65,1,1
ZnO,100,-11.7,20,-3.89,48,35,1.65,1,1
ZnO,100,-11.7,20,-3.89,24,30,1.65,1,1
TiO2,46.3,42.8,24.1,-5.17,24,20,1.9,1,1
ZnO,60,-9.3,7.34,-3.89,24,40,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,80,1.65,1,1
ZnO,45.3,32.7,21.3,-3.89,12,50,1.65,1,1
ZnO,46.3,42.8,24.1,-5.17,24,100,1.9,1,1
ZnO,32,21.6,37,-3.89,72,12.5,1.65,1,1
CuO,100,-11.7,20,-3.89,48,40,1.65,1,1
ZnO,52,29.4,15,-3.89,72,25,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,10,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,10,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,100,1.65,1,1
ZnO,60,-2.4,7.34,-3.89,24,20,1.65,1,1
ZnO,7.5,27.4,90,-3.89,72,25,1.65,1,1
ZnO,52,29.4,15,-3.89,24,12.5,1.65,1,1
ZnO,52,29.4,15,-3.89,24,12.5,1.65,1,1
ZnO,46.3,42.8,24.1,-5.17,24,100,1.9,1,1
ZnO,45.3,32.7,21.3,-3.89,24,100,1.65,1,1
ZnO,86,31.3,7,-3.89,72,12.5,1.65,1,1
ZnO,7.5,27.4,90,-3.89,12,50,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,50,1.65,1,1
ZnO,46.3,42.8,24.1,-5.17,12,20,1.9,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,10,1.65,1,1
ZnO,46.3,42.8,24.1,-5.17,24,100,1.9,1,1
ZnO,115,-10,14.4,-3.89,24,50,1.65,1,1
ZnO,115,-9,14.5,-3.89,24,80,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,30,1.65,1,1
ZnO,52,29.4,15,-3.89,72,50,1.65,1,1
CuO,115,-9,14.5,-3.89,24,30,1.65,1,1
ZnO,46.3,42.8,24.1,-5.17,12,100,1.9,1,1
TiO2,46.3,42.8,24.1,-5.17,24,50,1.9,1,1
ZnO,100,-11.7,20,-3.89,48,35,1.65,1,1
ZnO,52,29.4,15,-3.89,24,25,1.65,1,1
ZnO,86,31.3,7,-3.89,72,25,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,50,1.65,1,1
ZnO,86,31.3,7,-3.89,72,50,1.65,1,1
ZnO,7.5,27.4,90,-3.89,24,25,1.65,1,1
ZnO,46.3,42.8,24.1,-5.17,24,100,1.9,1,1
ZnO,115,-9,14.5,-3.89,24,50,1.65,1,1
ZnO,45.3,32.7,21.3,-3.89,24,100,1.65,1,1
CuO,86,31.3,7,-3.89,72,25,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,30,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,50,1.65,1,1
ZnO,52,29.4,15,-3.89,72,25,1.65,1,1
ZnO,46.3,42.8,24.1,-5.17,24,100,1.9,1,1
ZnO,32,21.6,37,-3.89,24,50,1.65,1,1
ZnO,86,31.3,7,-3.89,72,12.5,1.65,1,1
ZnO,7.5,27.4,90,-3.89,72,25,1.65,1,1
ZnO,45.3,32.7,21.3,-3.89,24,20,1.65,1,1
ZnO,52,29.4,15,-3.89,72,12.5,1.65,1,1
ZnO,60,-2.4,7.34,-3.89,24,80,1.65,1,1
ZnO,86,31.3,7,-3.89,24,12.5,1.65,1,1
ZnO,100,-11.7,20,-3.89,48,40,1.65,1,1
ZnO,45.3,32.7,21.3,-3.89,12,50,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,48,100,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,48,10,1.65,1,1
ZnO,32,21.6,37,-3.89,24,25,1.65,1,1
CuO,7.5,27.4,90,-3.89,24,50,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,10,1.65,1,1
CuO,35.6,-41.6,27.9,-3.89,24,100,1.65,1,1
ZnO,60,-2.4,7.34,-3.89,24,40,1.65,1,1
ZnO,100,-11.7,20,-3.89,48,30,1.65,1,1
ZnO,60,-7.5,7.34,-3.89,24,20,1.65,1,1
ZnO,100,-11.7,20,-3.89,24,80,1.65,1,1
ZnO,32,21.6,37,-3.89,24,50,1.65,1,1
ZnO,7.5,27.4,90,-3.89,72,50,1.65,1,1
ZnO,45.3,32.7,21.3,-3.89,24,20,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,50,1.65,1,1
CuO,46.3,42.8,24.1,-5.17,12,100,1.9,1,1
ZnO,7.5,27.4,90,-3.89,24,50,1.65,1,1
ZnO,86,31.3,7,-3.89,24,50,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,100,1.65,1,1
ZnO,46.3,42.8,24.1,-5.17,24,10,1.9,1,1
ZnO,35.6,-41.6,27.9,-3.89,48,100,1.65,1,1
ZnO,7.5,27.4,90,-3.89,12,50,1.65,1,1
ZnO,86,31.3,7,-3.89,24,12.5,1.65,1,1
ZnO,115,-9,14.5,-3.89,24,50,1.65,1,1
ZnO,7.5,27.4,90,-3.89,72,50,1.65,1,1
CuO,7.5,27.4,90,-3.89,12,50,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,50,1.65,1,1
ZnO,86,31.3,7,-3.89,24,25,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,100,1.65,1,1
ZnO,100,-11.7,20,-3.89,48,30,1.65,1,1
ZnO,46.3,42.8,24.1,-5.17,12,50,1.9,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,100,1.65,1,1
ZnO,46.3,42.8,24.1,-5.17,12,20,1.9,1,1
ZnO,32,21.6,37,-3.89,72,50,1.65,1,1
ZnO,7.5,27.4,90,-3.89,72,12.5,1.65,1,1
ZnO,86,31.3,7,-3.89,72,12.5,1.65,1,1
ZnO,46.3,42.8,24.1,-5.17,12,50,1.9,1,1
ZnO,86,31.3,7,-3.89,72,25,1.65,1,1
ZnO,60,-2.4,7.34,-3.89,24,40,1.65,1,1
ZnO,7.5,27.4,90,-3.89,72,50,1.65,1,1
CuO,60,-7.5,7.34,-3.89,24,20,1.65,1,1
ZnO,60,-9.3,7.34,-3.89,24,80,1.65,1,1
ZnO,60,-2.4,7.34,-3.89,24,20,1.65,1,1
ZnO,32,21.6,37,-3.89,12,50,1.65,1,1
ZnO,7.5,27.4,90,-3.89,72,25,1.65,1,1
ZnO,52,29.4,15,-3.89,72,50,1.65,1,1
ZnO,52,29.4,15,-3.89,72,25,1.65,1,1
CuO,100,-11.7,20,-3.89,48,25,1.65,1,1
ZnO,86,31.3,7,-3.89,24,12.5,1.65,1,1
ZnO,32,21.6,37,-3.89,24,50,1.65,1,1
ZnO,115,-9,14.5,-3.89,24,50,1.65,1,1
ZnO,86,31.3,7,-3.89,72,25,1.65,1,1
ZnO,45.3,32.7,21.3,-3.89,12,100,1.65,1,1
ZnO,46.3,42.8,24.1,-5.17,24,50,1.9,1,1
ZnO,32,21.6,37,-3.89,72,25,1.65,1,1
ZnO,45.3,32.7,21.3,-3.89,24,50,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,50,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,30,1.65,1,1
ZnO,100,-11.7,20,-3.89,48,30,1.65,1,1
CuO,32,21.6,37,-3.89,24,50,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,48,10,1.65,1,1
ZnO,32,21.6,37,-3.89,72,50,1.65,1,1
CuO,100,-11.7,20,-3.89,6,80,1.65,1,1
ZnO,52,29.4,15,-3.89,72,25,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,10,1.65,1,1
ZnO,45.3,32.7,21.3,-3.89,12,50,1.65,1,1
ZnO,100,-11.7,20,-3.89,24,30,1.65,1,1
ZnO,46.3,42.8,24.1,-5.17,24,50,1.9,1,1
ZnO,60,-9.3,7.34,-3.89,24,40,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,10,1.65,1,1
ZnO,7.5,27.4,90,-3.89,24,25,1.65,1,1
ZnO,32,21.6,37,-3.89,24,25,1.65,1,1
ZnO,52,29.4,15,-3.89,24,50,1.65,1,1
ZnO,100,-11.7,20,-3.89,24,40,1.65,1,1
ZnO,52,29.4,15,-3.89,72,25,1.65,1,1
ZnO,52,29.4,15,-3.89,24,25,1.65,1,1
ZnO,32,21.6,37,-3.89,72,50,1.65,1,1
ZnO,45.3,32.7,21.3,-3.89,24,50,1.65,1,1
ZnO,86,31.3,7,-3.89,24,50,1.65,1,1
ZnO,100,-11.7,20,-3.89,24,80,1.65,1,1
ZnO,86,31.3,7,-3.89,72,25,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,10,1.65,1,1
ZnO,45.3,32.7,21.3,-3.89,12,50,1.65,1,1
ZnO,100,-11.7,20,-3.89,48,30,1.65,1,1
ZnO,46.3,42.8,24.1,-5.17,24,100,1.9,1,1
ZnO,100,-11.7,20,-3.89,6,80,1.65,1,1
ZnO,60,-9.3,7.34,-3.89,24,80,1.65,1,1
ZnO,52,29.4,15,-3.89,72,50,1.65,1,1
ZnO,115,-9,14.5,-3.89,24,50,1.65,1,1
ZnO,7.5,27.4,90,-3.89,12,25,1.65,1,1
ZnO,7.5,27.4,90,-3.89,24,25,1.65,1,1
ZnO,7.5,27.4,90,-3.89,72,25,1.65,1,1
ZnO,125,-40.8,38,-4.16,72,50,1.54,2,1
ZnO,115,-9,14.5,-3.89,24,50,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,10,1.65,1,1
ZnO,45.3,32.7,21.3,-3.89,12,100,1.65,1,1
ZnO,46.3,42.8,24.1,-5.17,12,20,1.9,1,1
CuO,46.3,42.8,24.1,-5.17,12,50,1.9,1,1
ZnO,86,31.3,7,-3.89,24,50,1.65,1,1
ZnO,86,31.3,7,-3.89,72,12.5,1.65,1,1
ZnO,45.3,32.7,21.3,-3.89,24,100,1.65,1,1
ZnO,32,21.6,37,-3.89,72,12.5,1.65,1,1
ZnO,46.3,42.8,24.1,-5.17,12,50,1.9,1,1
CuO,100,-11.7,20,-3.89,48,40,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,50,1.65,1,1
ZnO,7.5,27.4,90,-3.89,12,25,1.65,1,1
ZnO,32,21.6,37,-3.89,72,50,1.65,1,1
ZnO,60,-2.4,7.34,-3.89,24,20,1.65,1,1
ZnO,60,-2.4,7.34,-3.89,24,20,1.65,1,1
ZnO,100,-11.7,20,-3.89,6,80,1.65,1,1
ZnO,100,-11.7,20,-3.89,24,40,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,48,100,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,100,1.65,1,1
ZnO,100,-11.7,20,-3.89,6,80,1.65,1,1
ZnO,32,21.6,37,-3.89,24,50,1.65,1,1
ZnO,32,21.6,37,-3.89,72,25,1.65,1,1
ZnO,32,21.6,37,-3.89,12,50,1.65,1,1
ZnO,60,-9.3,7.34,-3.89,24,80,1.65,1,1
CuO,46.3,42.8,24.1,-5.17,24,100,1.9,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,100,1.65,1,1
ZnO,100,-11.7,20,-3.89,48,40,1.65,1,1
ZnO,46.3,42.8,24.1,-5.17,12,50,1.9,1,1
ZnO,100,-11.7,20,-3.89,24,80,1.65,1,1
TiO2,46.3,42.8,24.1,-5.17,24,50,1.9,1,1
ZnO,35.6,-41.6,27.9,-3.89,48,10,1.65,1,1
ZnO,46.3,42.8,24.1,-5.17,24,20,1.9,1,1
ZnO,7.5,27.4,90,-3.89,12,25,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,50,1.65,1,1
ZnO,100,-11.7,20,-3.89,48,25,1.65,1,1
ZnO,60,-2.4,7.34,-3.89,24,20,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,30,1.65,1,1
ZnO,7.5,27.4,90,-3.89,12,50,1.65,1,1
ZnO,32,21.6,37,-3.89,24,50,1.65,1,1
ZnO,46.3,42.8,24.1,-5.17,24,100,1.9,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,100,1.65,1,1
ZnO,115,-9,14.5,-3.89,24,80,1.65,1,1
ZnO,32,21.6,37,-3.89,24,25,1.65,1,1
ZnO,46.3,42.8,24.1,-5.17,24,10,1.9,1,1
ZnO,115,-10,14.4,-3.89,24,50,1.65,1,1
ZnO,32,21.6,37,-3.89,12,50,1.65,1,1
CuO,86,31.3,7,-3.89,24,25,1.65,1,1
ZnO,45.3,32.7,21.3,-3.89,12,100,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,50,1.65,1,1
ZnO,45.3,32.7,21.3,-3.89,24,50,1.65,1,1
ZnO,115,-9,14.5,-3.89,24,80,1.65,1,1
ZnO,7.5,27.4,90,-3.89,24,25,1.65,1,1
ZnO,115,-9,14.5,-3.89,24,30,1.65,1,1
CuO,100,-11.7,20,-3.89,24,25,1.65,1,1
ZnO,115,-9,14.5,-3.89,24,50,1.65,1,1
ZnO,125,-40.8,38,-4.16,72,50,1.54,2,1
CuO,46.3,42.8,24.1,-5.17,12,50,1.9,1,1
ZnO,100,-11.7,20,-3.89,48,25,1.65,1,1
ZnO,115,-9,14.5,-3.89,24,50,1.65,1,1
ZnO,52,29.4,15,-3.89,72,50,1.65,1,1
CuO,86,31.3,7,-3.89,24,25,1.65,1,1
ZnO,60,-7.5,7.34,-3.89,24,20,1.65,1,1
ZnO,7.5,27.4,90,-3.89,24,25,1.65,1,1
ZnO,45.3,32.7,21.3,-3.89,24,50,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,80,1.65,1,1
ZnO,60,-9.3,7.34,-3.89,24,80,1.65,1,1
ZnO,32,21.6,37,-3.89,12,50,1.65,1,1
ZnO,100,-11.7,20,-3.89,48,25,1.65,1,1
ZnO,60,-9.3,7.34,-3.89,24,40,1.65,1,1
ZnO,46.3,42.8,24.1,-5.17,12,100,1.9,1,1
ZnO,115,-10,14.4,-3.89,24,30,1.65,1,1
ZnO,60,-9.3,7.34,-3.89,24,40,1.65,1,1
ZnO,32,21.6,37,-3.89,72,12.5,1.65,1,1
ZnO,115,-9,14.5,-3.89,24,50,1.65,1,1
ZnO,100,-11.7,20,-3.89,48,30,1.65,1,1
ZnO,100,-11.7,20,-3.89,24,80,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,10,1.65,1,1
ZnO,46.3,42.8,24.1,-5.17,24,10,1.9,1,1
ZnO,115,-10,14.4,-3.89,24,80,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,48,10,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,48,10,1.65,1,1
ZnO,60,-7.5,7.34,-3.89,24,40,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,48,100,1.65,1,1
ZnO,46.3,42.8,24.1,-5.17,24,20,1.9,1,1
ZnO,52,29.4,15,-3.89,24,25,1.65,1,1
ZnO,100,-11.7,20,-3.89,3,80,1.65,1,1
ZnO,46.3,42.8,24.1,-5.17,24,50,1.9,1,1
ZnO,100,-11.7,20,-3.89,48,25,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,50,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,100,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,10,1.65,1,1
ZnO,125,-40.8,38,-4.16,72,50,1.54,2,1
CuO,46.3,42.8,24.1,-5.17,12,20,1.9,1,1
ZnO,60,-2.4,7.34,-3.89,24,20,1.65,1,1
CuO,32,21.6,37,-3.89,72,50,1.65,1,1
ZnO,46.3,42.8,24.1,-5.17,24,10,1.9,1,1
ZnO,7.5,27.4,90,-3.89,12,25,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,10,1.65,1,1
ZnO,46.3,42.8,24.1,-5.17,24,10,1.9,1,1
ZnO,32,21.6,37,-3.89,24,50,1.65,1,1
ZnO,52,29.4,15,-3.89,72,50,1.65,1,1
ZnO,115,-9,14.5,-3.89,24,50,1.65,1,1
ZnO,32,21.6,37,-3.89,24,25,1.65,1,1
ZnO,100,-11.7,20,-3.89,24,40,1.65,1,1
ZnO,52,29.4,15,-3.89,24,12.5,1.65,1,1
ZnO,46.3,42.8,24.1,-5.17,12,100,1.9,1,1
ZnO,52,29.4,15,-3.89,72,50,1.65,1,1
ZnO,46.3,42.8,24.1,-5.17,12,50,1.9,1,1
CuO,60,-7.5,7.34,-3.89,24,40,1.65,1,1
ZnO,100,-11.7,20,-3.89,48,40,1.65,1,1
ZnO,100,-11.7,20,-3.89,48,35,1.65,1,1
ZnO,60,-2.4,7.34,-3.89,24,20,1.65,1,1
CuO,32,21.6,37,-3.89,12,50,1.65,1,1
ZnO,60,-7.5,7.34,-3.89,24,80,1.65,1,1
ZnO,86,31.3,7,-3.89,24,12.5,1.65,1,1
ZnO,7.5,27.4,90,-3.89,12,25,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,100,1.65,1,1
ZnO,60,-7.5,7.34,-3.89,24,80,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,48,100,1.65,1,1
ZnO,115,-9,14.5,-3.89,24,30,1.65,1,1
ZnO,115,-9,14.5,-3.89,24,50,1.65,1,1
CuO,115,-10,14.4,-3.89,24,50,1.65,1,1
ZnO,45.3,32.7,21.3,-3.89,24,20,1.65,1,1
ZnO,32,21.6,37,-3.89,24,25,1.65,1,1
ZnO,46.3,42.8,24.1,-5.17,12,100,1.9,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,10,1.65,1,1
ZnO,46.3,42.8,24.1,-5.17,24,100,1.9,1,1
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
